Var1,Var2,Var3,Var4,Freq
2017,2,Bedford Park-Nortown (39),3,0
2018,2,Bedford Park-Nortown (39),3,0
2019,2,Bedford Park-Nortown (39),3,0
2020,2,Bedford Park-Nortown (39),3,0
2016,3,Bedford Park-Nortown (39),3,0
2017,3,Bedford Park-Nortown (39),3,0
2018,3,Bedford Park-Nortown (39),3,0
2019,3,Bedford Park-Nortown (39),3,0
2020,3,Bedford Park-Nortown (39),3,0
2016,0,Beechborough-Greenbrook (112),3,3
2017,0,Beechborough-Greenbrook (112),3,2
2018,0,Beechborough-Greenbrook (112),3,1
2019,0,Beechborough-Greenbrook (112),3,3
2020,0,Beechborough-Greenbrook (112),3,2
2016,1,Beechborough-Greenbrook (112),3,0
2017,1,Beechborough-Greenbrook (112),3,0
2018,1,Beechborough-Greenbrook (112),3,0
2019,1,Beechborough-Greenbrook (112),3,0
2020,1,Beechborough-Greenbrook (112),3,0
2016,2,Beechborough-Greenbrook (112),3,0
2017,2,Beechborough-Greenbrook (112),3,0
2018,2,Beechborough-Greenbrook (112),3,0
2019,2,Beechborough-Greenbrook (112),3,0
2020,2,Beechborough-Greenbrook (112),3,0
2016,3,Beechborough-Greenbrook (112),3,0
2017,3,Beechborough-Greenbrook (112),3,0
2018,3,Beechborough-Greenbrook (112),3,0
2019,3,Beechborough-Greenbrook (112),3,0
2020,3,Beechborough-Greenbrook (112),3,0
2016,0,Bendale (127),3,1
2017,0,Bendale (127),3,4
2018,0,Bendale (127),3,9
2019,0,Bendale (127),3,4
2020,0,Bendale (127),3,4
2016,1,Bendale (127),3,0
2017,1,Bendale (127),3,0
2018,1,Bendale (127),3,0
2019,1,Bendale (127),3,0
2020,1,Bendale (127),3,0
2016,2,Bendale (127),3,0
2017,2,Bendale (127),3,0
2018,2,Bendale (127),3,0
2019,2,Bendale (127),3,0
2020,2,Bendale (127),3,0
2016,3,Bendale (127),3,0
2017,3,Bendale (127),3,0
2018,3,Bendale (127),3,0
2019,3,Bendale (127),3,0
2020,3,Bendale (127),3,0
2016,0,Birchcliffe-Cliffside (122),3,1
2017,0,Birchcliffe-Cliffside (122),3,3
2018,0,Birchcliffe-Cliffside (122),3,1
2019,0,Birchcliffe-Cliffside (122),3,6
2020,0,Birchcliffe-Cliffside (122),3,2
2016,1,Birchcliffe-Cliffside (122),3,0
2017,1,Birchcliffe-Cliffside (122),3,0
2018,1,Birchcliffe-Cliffside (122),3,0
2019,1,Birchcliffe-Cliffside (122),3,0
2020,1,Birchcliffe-Cliffside (122),3,0
2016,2,Birchcliffe-Cliffside (122),3,0
2017,2,Birchcliffe-Cliffside (122),3,0
2018,2,Birchcliffe-Cliffside (122),3,0
2019,2,Birchcliffe-Cliffside (122),3,0
2020,2,Birchcliffe-Cliffside (122),3,0
2016,3,Birchcliffe-Cliffside (122),3,0
2017,3,Birchcliffe-Cliffside (122),3,0
2018,3,Birchcliffe-Cliffside (122),3,0
2019,3,Birchcliffe-Cliffside (122),3,0
2020,3,Birchcliffe-Cliffside (122),3,0
2016,0,Black Creek (24),3,4
2017,0,Black Creek (24),3,1
2018,0,Black Creek (24),3,3
2019,0,Black Creek (24),3,14
2020,0,Black Creek (24),3,10
2016,1,Black Creek (24),3,0
2017,1,Black Creek (24),3,0
2018,1,Black Creek (24),3,0
2019,1,Black Creek (24),3,0
2020,1,Black Creek (24),3,0
2016,2,Black Creek (24),3,0
2017,2,Black Creek (24),3,0
2018,2,Black Creek (24),3,0
2019,2,Black Creek (24),3,0
2020,2,Black Creek (24),3,0
2016,3,Black Creek (24),3,0
2017,3,Black Creek (24),3,0
2018,3,Black Creek (24),3,0
2019,3,Black Creek (24),3,0
2020,3,Black Creek (24),3,0
2016,0,Blake-Jones (69),3,0
2017,0,Blake-Jones (69),3,0
2018,0,Blake-Jones (69),3,1
2019,0,Blake-Jones (69),3,2
2020,0,Blake-Jones (69),3,0
2016,1,Blake-Jones (69),3,0
2017,1,Blake-Jones (69),3,0
2018,1,Blake-Jones (69),3,0
2019,1,Blake-Jones (69),3,0
2020,1,Blake-Jones (69),3,0
2016,2,Blake-Jones (69),3,0
2017,2,Blake-Jones (69),3,0
2018,2,Blake-Jones (69),3,0
2019,2,Blake-Jones (69),3,0
2020,2,Blake-Jones (69),3,0
2016,3,Blake-Jones (69),3,0
2017,3,Blake-Jones (69),3,0
2018,3,Blake-Jones (69),3,0
2019,3,Blake-Jones (69),3,0
2020,3,Blake-Jones (69),3,0
2016,0,Briar Hill-Belgravia (108),3,1
2017,0,Briar Hill-Belgravia (108),3,1
2018,0,Briar Hill-Belgravia (108),3,3
2019,0,Briar Hill-Belgravia (108),3,4
2020,0,Briar Hill-Belgravia (108),3,3
2016,1,Briar Hill-Belgravia (108),3,0
2017,1,Briar Hill-Belgravia (108),3,0
2018,1,Briar Hill-Belgravia (108),3,0
2019,1,Briar Hill-Belgravia (108),3,0
2020,1,Briar Hill-Belgravia (108),3,0
2016,2,Briar Hill-Belgravia (108),3,0
2017,2,Briar Hill-Belgravia (108),3,0
2018,2,Briar Hill-Belgravia (108),3,0
2019,2,Briar Hill-Belgravia (108),3,0
2020,2,Briar Hill-Belgravia (108),3,0
2016,3,Briar Hill-Belgravia (108),3,0
2017,3,Briar Hill-Belgravia (108),3,0
2018,3,Briar Hill-Belgravia (108),3,0
2019,3,Briar Hill-Belgravia (108),3,0
2020,3,Briar Hill-Belgravia (108),3,0
2016,0,Bridle Path-Sunnybrook-York Mills (41),3,2
2017,0,Bridle Path-Sunnybrook-York Mills (41),3,1
2018,0,Bridle Path-Sunnybrook-York Mills (41),3,0
2019,0,Bridle Path-Sunnybrook-York Mills (41),3,7
2020,0,Bridle Path-Sunnybrook-York Mills (41),3,0
2016,1,Bridle Path-Sunnybrook-York Mills (41),3,0
2017,1,Bridle Path-Sunnybrook-York Mills (41),3,0
2018,1,Bridle Path-Sunnybrook-York Mills (41),3,0
2019,1,Bridle Path-Sunnybrook-York Mills (41),3,0
2020,1,Bridle Path-Sunnybrook-York Mills (41),3,0
2016,2,Bridle Path-Sunnybrook-York Mills (41),3,0
2017,2,Bridle Path-Sunnybrook-York Mills (41),3,0
2018,2,Bridle Path-Sunnybrook-York Mills (41),3,0
2019,2,Bridle Path-Sunnybrook-York Mills (41),3,0
2020,2,Bridle Path-Sunnybrook-York Mills (41),3,0
2016,3,Bridle Path-Sunnybrook-York Mills (41),3,0
2017,3,Bridle Path-Sunnybrook-York Mills (41),3,0
2018,3,Bridle Path-Sunnybrook-York Mills (41),3,0
2019,3,Bridle Path-Sunnybrook-York Mills (41),3,0
2020,3,Bridle Path-Sunnybrook-York Mills (41),3,0
2016,0,Broadview North (57),3,3
2017,0,Broadview North (57),3,1
2018,0,Broadview North (57),3,1
2019,0,Broadview North (57),3,0
2020,0,Broadview North (57),3,0
2016,1,Broadview North (57),3,0
2017,1,Broadview North (57),3,0
2018,1,Broadview North (57),3,0
2019,1,Broadview North (57),3,0
2020,1,Broadview North (57),3,0
2016,2,Broadview North (57),3,0
2017,2,Broadview North (57),3,0
2018,2,Broadview North (57),3,0
2019,2,Broadview North (57),3,0
2020,2,Broadview North (57),3,0
2016,3,Broadview North (57),3,0
2017,3,Broadview North (57),3,0
2018,3,Broadview North (57),3,0
2019,3,Broadview North (57),3,0
2020,3,Broadview North (57),3,0
2016,0,Brookhaven-Amesbury (30),3,1
2017,0,Brookhaven-Amesbury (30),3,2
2018,0,Brookhaven-Amesbury (30),3,2
2019,0,Brookhaven-Amesbury (30),3,7
2020,0,Brookhaven-Amesbury (30),3,3
2016,1,Brookhaven-Amesbury (30),3,0
2017,1,Brookhaven-Amesbury (30),3,0
2018,1,Brookhaven-Amesbury (30),3,0
2019,1,Brookhaven-Amesbury (30),3,0
2020,1,Brookhaven-Amesbury (30),3,0
2016,2,Brookhaven-Amesbury (30),3,0
2017,2,Brookhaven-Amesbury (30),3,0
2018,2,Brookhaven-Amesbury (30),3,0
2019,2,Brookhaven-Amesbury (30),3,0
2020,2,Brookhaven-Amesbury (30),3,0
2016,3,Brookhaven-Amesbury (30),3,0
2017,3,Brookhaven-Amesbury (30),3,0
2018,3,Brookhaven-Amesbury (30),3,0
2019,3,Brookhaven-Amesbury (30),3,0
2020,3,Brookhaven-Amesbury (30),3,0
2016,0,Cabbagetown-South St.James Town (71),3,1
2017,0,Cabbagetown-South St.James Town (71),3,1
2018,0,Cabbagetown-South St.James Town (71),3,1
2019,0,Cabbagetown-South St.James Town (71),3,4
2020,0,Cabbagetown-South St.James Town (71),3,1
2016,1,Cabbagetown-South St.James Town (71),3,0
2017,1,Cabbagetown-South St.James Town (71),3,0
2018,1,Cabbagetown-South St.James Town (71),3,0
2019,1,Cabbagetown-South St.James Town (71),3,0
2020,1,Cabbagetown-South St.James Town (71),3,0
2016,2,Cabbagetown-South St.James Town (71),3,0
2017,2,Cabbagetown-South St.James Town (71),3,0
2018,2,Cabbagetown-South St.James Town (71),3,0
2019,2,Cabbagetown-South St.James Town (71),3,0
2020,2,Cabbagetown-South St.James Town (71),3,0
2016,3,Cabbagetown-South St.James Town (71),3,0
2017,3,Cabbagetown-South St.James Town (71),3,0
2018,3,Cabbagetown-South St.James Town (71),3,0
2019,3,Cabbagetown-South St.James Town (71),3,0
2020,3,Cabbagetown-South St.James Town (71),3,0
2016,0,Caledonia-Fairbank (109),3,1
2017,0,Caledonia-Fairbank (109),3,1
2018,0,Caledonia-Fairbank (109),3,0
2019,0,Caledonia-Fairbank (109),3,5
2020,0,Caledonia-Fairbank (109),3,2
2016,1,Caledonia-Fairbank (109),3,0
2017,1,Caledonia-Fairbank (109),3,0
2018,1,Caledonia-Fairbank (109),3,0
2019,1,Caledonia-Fairbank (109),3,0
2020,1,Caledonia-Fairbank (109),3,0
2016,2,Caledonia-Fairbank (109),3,0
2017,2,Caledonia-Fairbank (109),3,0
2018,2,Caledonia-Fairbank (109),3,0
2019,2,Caledonia-Fairbank (109),3,0
2020,2,Caledonia-Fairbank (109),3,0
2016,3,Caledonia-Fairbank (109),3,0
2017,3,Caledonia-Fairbank (109),3,0
2018,3,Caledonia-Fairbank (109),3,0
2019,3,Caledonia-Fairbank (109),3,0
2020,3,Caledonia-Fairbank (109),3,0
2016,0,Casa Loma (96),3,1
2017,0,Casa Loma (96),3,1
2018,0,Casa Loma (96),3,3
2019,0,Casa Loma (96),3,5
2020,0,Casa Loma (96),3,2
2016,1,Casa Loma (96),3,0
2017,1,Casa Loma (96),3,0
2018,1,Casa Loma (96),3,0
2019,1,Casa Loma (96),3,0
2020,1,Casa Loma (96),3,0
2016,2,Casa Loma (96),3,0
2017,2,Casa Loma (96),3,0
2018,2,Casa Loma (96),3,0
2019,2,Casa Loma (96),3,0
2020,2,Casa Loma (96),3,0
2016,3,Casa Loma (96),3,0
2017,3,Casa Loma (96),3,0
2018,3,Casa Loma (96),3,0
2019,3,Casa Loma (96),3,0
2020,3,Casa Loma (96),3,0
2016,0,Centennial Scarborough (133),3,3
2017,0,Centennial Scarborough (133),3,0
2018,0,Centennial Scarborough (133),3,0
2019,0,Centennial Scarborough (133),3,2
2020,0,Centennial Scarborough (133),3,0
2016,1,Centennial Scarborough (133),3,0
2017,1,Centennial Scarborough (133),3,0
2018,1,Centennial Scarborough (133),3,0
2019,1,Centennial Scarborough (133),3,0
2020,1,Centennial Scarborough (133),3,0
2016,2,Centennial Scarborough (133),3,0
2017,2,Centennial Scarborough (133),3,0
2018,2,Centennial Scarborough (133),3,0
2019,2,Centennial Scarborough (133),3,0
2020,2,Centennial Scarborough (133),3,0
2016,3,Centennial Scarborough (133),3,0
2017,3,Centennial Scarborough (133),3,0
2018,3,Centennial Scarborough (133),3,0
2019,3,Centennial Scarborough (133),3,0
2020,3,Centennial Scarborough (133),3,0
2016,0,Church-Yonge Corridor (75),3,13
2017,0,Church-Yonge Corridor (75),3,6
2018,0,Church-Yonge Corridor (75),3,11
2019,0,Church-Yonge Corridor (75),3,12
2020,0,Church-Yonge Corridor (75),3,4
2016,1,Church-Yonge Corridor (75),3,0
2017,1,Church-Yonge Corridor (75),3,0
2018,1,Church-Yonge Corridor (75),3,0
2019,1,Church-Yonge Corridor (75),3,0
2020,1,Church-Yonge Corridor (75),3,0
2016,2,Church-Yonge Corridor (75),3,0
2017,2,Church-Yonge Corridor (75),3,0
2018,2,Church-Yonge Corridor (75),3,0
2019,2,Church-Yonge Corridor (75),3,0
2020,2,Church-Yonge Corridor (75),3,0
2016,3,Church-Yonge Corridor (75),3,0
2017,3,Church-Yonge Corridor (75),3,0
2018,3,Church-Yonge Corridor (75),3,0
2019,3,Church-Yonge Corridor (75),3,0
2020,3,Church-Yonge Corridor (75),3,0
2016,0,Clairlea-Birchmount (120),3,2
2017,0,Clairlea-Birchmount (120),3,6
2018,0,Clairlea-Birchmount (120),3,5
2019,0,Clairlea-Birchmount (120),3,5
2020,0,Clairlea-Birchmount (120),3,1
2016,1,Clairlea-Birchmount (120),3,0
2017,1,Clairlea-Birchmount (120),3,0
2018,1,Clairlea-Birchmount (120),3,0
2019,1,Clairlea-Birchmount (120),3,0
2020,1,Clairlea-Birchmount (120),3,0
2016,2,Clairlea-Birchmount (120),3,0
2017,2,Clairlea-Birchmount (120),3,0
2018,2,Clairlea-Birchmount (120),3,0
2019,2,Clairlea-Birchmount (120),3,0
2020,2,Clairlea-Birchmount (120),3,0
2016,3,Clairlea-Birchmount (120),3,0
2017,3,Clairlea-Birchmount (120),3,0
2018,3,Clairlea-Birchmount (120),3,0
2019,3,Clairlea-Birchmount (120),3,0
2020,3,Clairlea-Birchmount (120),3,0
2016,0,Clanton Park (33),3,3
2017,0,Clanton Park (33),3,1
2018,0,Clanton Park (33),3,0
2019,0,Clanton Park (33),3,8
2020,0,Clanton Park (33),3,6
2016,1,Clanton Park (33),3,0
2017,1,Clanton Park (33),3,0
2018,1,Clanton Park (33),3,0
2019,1,Clanton Park (33),3,0
2020,1,Clanton Park (33),3,0
2016,2,Clanton Park (33),3,0
2017,2,Clanton Park (33),3,0
2018,2,Clanton Park (33),3,0
2019,2,Clanton Park (33),3,0
2020,2,Clanton Park (33),3,0
2016,3,Clanton Park (33),3,0
2017,3,Clanton Park (33),3,0
2018,3,Clanton Park (33),3,0
2019,3,Clanton Park (33),3,0
2020,3,Clanton Park (33),3,0
2016,0,Cliffcrest (123),3,1
2017,0,Cliffcrest (123),3,4
2018,0,Cliffcrest (123),3,2
2019,0,Cliffcrest (123),3,2
2020,0,Cliffcrest (123),3,1
2016,1,Cliffcrest (123),3,0
2017,1,Cliffcrest (123),3,0
2018,1,Cliffcrest (123),3,0
2019,1,Cliffcrest (123),3,0
2020,1,Cliffcrest (123),3,0
2016,2,Cliffcrest (123),3,0
2017,2,Cliffcrest (123),3,0
2018,2,Cliffcrest (123),3,0
2019,2,Cliffcrest (123),3,0
2020,2,Cliffcrest (123),3,0
2016,3,Cliffcrest (123),3,0
2017,3,Cliffcrest (123),3,0
2018,3,Cliffcrest (123),3,0
2019,3,Cliffcrest (123),3,0
2020,3,Cliffcrest (123),3,0
2016,0,Corso Italia-Davenport (92),3,0
2017,0,Corso Italia-Davenport (92),3,3
2018,0,Corso Italia-Davenport (92),3,2
2019,0,Corso Italia-Davenport (92),3,9
2020,0,Corso Italia-Davenport (92),3,5
2016,1,Corso Italia-Davenport (92),3,0
2017,1,Corso Italia-Davenport (92),3,0
2018,1,Corso Italia-Davenport (92),3,0
2019,1,Corso Italia-Davenport (92),3,0
2020,1,Corso Italia-Davenport (92),3,0
2016,2,Corso Italia-Davenport (92),3,0
2017,2,Corso Italia-Davenport (92),3,0
2018,2,Corso Italia-Davenport (92),3,0
2019,2,Corso Italia-Davenport (92),3,0
2020,2,Corso Italia-Davenport (92),3,0
2016,3,Corso Italia-Davenport (92),3,0
2017,3,Corso Italia-Davenport (92),3,0
2018,3,Corso Italia-Davenport (92),3,0
2019,3,Corso Italia-Davenport (92),3,0
2020,3,Corso Italia-Davenport (92),3,0
2016,0,Danforth (66),3,2
2017,0,Danforth (66),3,2
2018,0,Danforth (66),3,4
2019,0,Danforth (66),3,3
2020,0,Danforth (66),3,1
2016,1,Danforth (66),3,0
2017,1,Danforth (66),3,0
2018,1,Danforth (66),3,0
2019,1,Danforth (66),3,0
2020,1,Danforth (66),3,0
2016,2,Danforth (66),3,0
2017,2,Danforth (66),3,0
2018,2,Danforth (66),3,0
2019,2,Danforth (66),3,0
2020,2,Danforth (66),3,0
2016,3,Danforth (66),3,0
2017,3,Danforth (66),3,0
2018,3,Danforth (66),3,0
2019,3,Danforth (66),3,0
2020,3,Danforth (66),3,0
2016,0,Danforth East York (59),3,1
2017,0,Danforth East York (59),3,1
2018,0,Danforth East York (59),3,3
2019,0,Danforth East York (59),3,3
2020,0,Danforth East York (59),3,0
2016,1,Danforth East York (59),3,0
2017,1,Danforth East York (59),3,0
2018,1,Danforth East York (59),3,0
2019,1,Danforth East York (59),3,0
2020,1,Danforth East York (59),3,0
2016,2,Danforth East York (59),3,0
2017,2,Danforth East York (59),3,0
2018,2,Danforth East York (59),3,0
2019,2,Danforth East York (59),3,0
2020,2,Danforth East York (59),3,0
2016,3,Danforth East York (59),3,0
2017,3,Danforth East York (59),3,0
2018,3,Danforth East York (59),3,0
2019,3,Danforth East York (59),3,0
2020,3,Danforth East York (59),3,0
2016,0,Don Valley Village (47),3,2
2017,0,Don Valley Village (47),3,0
2018,0,Don Valley Village (47),3,5
2019,0,Don Valley Village (47),3,3
2020,0,Don Valley Village (47),3,3
2016,1,Don Valley Village (47),3,0
2017,1,Don Valley Village (47),3,0
2018,1,Don Valley Village (47),3,0
2019,1,Don Valley Village (47),3,0
2020,1,Don Valley Village (47),3,0
2016,2,Don Valley Village (47),3,0
2017,2,Don Valley Village (47),3,0
2018,2,Don Valley Village (47),3,0
2019,2,Don Valley Village (47),3,0
2020,2,Don Valley Village (47),3,0
2016,3,Don Valley Village (47),3,0
2017,3,Don Valley Village (47),3,0
2018,3,Don Valley Village (47),3,0
2019,3,Don Valley Village (47),3,0
2020,3,Don Valley Village (47),3,0
2016,0,Dorset Park (126),3,5
2017,0,Dorset Park (126),3,3
2018,0,Dorset Park (126),3,2
2019,0,Dorset Park (126),3,7
2020,0,Dorset Park (126),3,3
2016,1,Dorset Park (126),3,0
2017,1,Dorset Park (126),3,0
2018,1,Dorset Park (126),3,0
2019,1,Dorset Park (126),3,0
2020,1,Dorset Park (126),3,0
2016,2,Dorset Park (126),3,0
2017,2,Dorset Park (126),3,0
2018,2,Dorset Park (126),3,0
2019,2,Dorset Park (126),3,0
2020,2,Dorset Park (126),3,0
2016,3,Dorset Park (126),3,0
2017,3,Dorset Park (126),3,0
2018,3,Dorset Park (126),3,0
2019,3,Dorset Park (126),3,0
2020,3,Dorset Park (126),3,0
2016,0,Dovercourt-Wallace Emerson-Junction (93),3,4
2017,0,Dovercourt-Wallace Emerson-Junction (93),3,11
2018,0,Dovercourt-Wallace Emerson-Junction (93),3,9
2019,0,Dovercourt-Wallace Emerson-Junction (93),3,13
2020,0,Dovercourt-Wallace Emerson-Junction (93),3,14
2016,1,Dovercourt-Wallace Emerson-Junction (93),3,0
2017,1,Dovercourt-Wallace Emerson-Junction (93),3,0
2018,1,Dovercourt-Wallace Emerson-Junction (93),3,0
2019,1,Dovercourt-Wallace Emerson-Junction (93),3,0
2020,1,Dovercourt-Wallace Emerson-Junction (93),3,0
2016,2,Dovercourt-Wallace Emerson-Junction (93),3,0
2017,2,Dovercourt-Wallace Emerson-Junction (93),3,0
2018,2,Dovercourt-Wallace Emerson-Junction (93),3,0
2019,2,Dovercourt-Wallace Emerson-Junction (93),3,0
2020,2,Dovercourt-Wallace Emerson-Junction (93),3,0
2016,3,Dovercourt-Wallace Emerson-Junction (93),3,0
2017,3,Dovercourt-Wallace Emerson-Junction (93),3,0
2018,3,Dovercourt-Wallace Emerson-Junction (93),3,0
2019,3,Dovercourt-Wallace Emerson-Junction (93),3,0
2020,3,Dovercourt-Wallace Emerson-Junction (93),3,0
2016,0,Downsview-Roding-CFB (26),3,8
2017,0,Downsview-Roding-CFB (26),3,8
2018,0,Downsview-Roding-CFB (26),3,17
2019,0,Downsview-Roding-CFB (26),3,17
2020,0,Downsview-Roding-CFB (26),3,13
2016,1,Downsview-Roding-CFB (26),3,0
2017,1,Downsview-Roding-CFB (26),3,0
2018,1,Downsview-Roding-CFB (26),3,0
2019,1,Downsview-Roding-CFB (26),3,1
2020,1,Downsview-Roding-CFB (26),3,0
2016,2,Downsview-Roding-CFB (26),3,0
2017,2,Downsview-Roding-CFB (26),3,0
2018,2,Downsview-Roding-CFB (26),3,0
2019,2,Downsview-Roding-CFB (26),3,0
2020,2,Downsview-Roding-CFB (26),3,0
2016,3,Downsview-Roding-CFB (26),3,0
2017,3,Downsview-Roding-CFB (26),3,0
2018,3,Downsview-Roding-CFB (26),3,0
2019,3,Downsview-Roding-CFB (26),3,0
2020,3,Downsview-Roding-CFB (26),3,0
2016,0,Dufferin Grove (83),3,3
2017,0,Dufferin Grove (83),3,0
2018,0,Dufferin Grove (83),3,2
2019,0,Dufferin Grove (83),3,5
2020,0,Dufferin Grove (83),3,5
2016,1,Dufferin Grove (83),3,0
2017,1,Dufferin Grove (83),3,0
2018,1,Dufferin Grove (83),3,0
2019,1,Dufferin Grove (83),3,0
2020,1,Dufferin Grove (83),3,0
2016,2,Dufferin Grove (83),3,0
2017,2,Dufferin Grove (83),3,0
2018,2,Dufferin Grove (83),3,0
2019,2,Dufferin Grove (83),3,0
2020,2,Dufferin Grove (83),3,0
2016,3,Dufferin Grove (83),3,0
2017,3,Dufferin Grove (83),3,0
2018,3,Dufferin Grove (83),3,0
2019,3,Dufferin Grove (83),3,0
2020,3,Dufferin Grove (83),3,0
2016,0,East End-Danforth (62),3,1
2017,0,East End-Danforth (62),3,2
2018,0,East End-Danforth (62),3,2
2019,0,East End-Danforth (62),3,5
2020,0,East End-Danforth (62),3,3
2016,1,East End-Danforth (62),3,0
2017,1,East End-Danforth (62),3,0
2018,1,East End-Danforth (62),3,0
2019,1,East End-Danforth (62),3,0
2020,1,East End-Danforth (62),3,0
2016,2,East End-Danforth (62),3,0
2017,2,East End-Danforth (62),3,0
2018,2,East End-Danforth (62),3,0
2019,2,East End-Danforth (62),3,0
2020,2,East End-Danforth (62),3,0
2016,3,East End-Danforth (62),3,0
2017,3,East End-Danforth (62),3,0
2018,3,East End-Danforth (62),3,0
2019,3,East End-Danforth (62),3,0
2020,3,East End-Danforth (62),3,0
2016,0,Edenbridge-Humber Valley (9),3,2
2017,0,Edenbridge-Humber Valley (9),3,0
2018,0,Edenbridge-Humber Valley (9),3,1
2019,0,Edenbridge-Humber Valley (9),3,3
2020,0,Edenbridge-Humber Valley (9),3,0
2016,1,Edenbridge-Humber Valley (9),3,0
2017,1,Edenbridge-Humber Valley (9),3,0
2018,1,Edenbridge-Humber Valley (9),3,0
2019,1,Edenbridge-Humber Valley (9),3,0
2020,1,Edenbridge-Humber Valley (9),3,0
2016,2,Edenbridge-Humber Valley (9),3,0
2017,2,Edenbridge-Humber Valley (9),3,0
2018,2,Edenbridge-Humber Valley (9),3,0
2019,2,Edenbridge-Humber Valley (9),3,0
2020,2,Edenbridge-Humber Valley (9),3,0
2016,3,Edenbridge-Humber Valley (9),3,0
2017,3,Edenbridge-Humber Valley (9),3,0
2018,3,Edenbridge-Humber Valley (9),3,0
2019,3,Edenbridge-Humber Valley (9),3,0
2020,3,Edenbridge-Humber Valley (9),3,0
2016,0,Eglinton East (138),3,6
2017,0,Eglinton East (138),3,1
2018,0,Eglinton East (138),3,3
2019,0,Eglinton East (138),3,4
2020,0,Eglinton East (138),3,1
2016,1,Eglinton East (138),3,0
2017,1,Eglinton East (138),3,0
2018,1,Eglinton East (138),3,0
2019,1,Eglinton East (138),3,0
2020,1,Eglinton East (138),3,0
2016,2,Eglinton East (138),3,0
2017,2,Eglinton East (138),3,0
2018,2,Eglinton East (138),3,0
2019,2,Eglinton East (138),3,0
2020,2,Eglinton East (138),3,0
2016,3,Eglinton East (138),3,0
2017,3,Eglinton East (138),3,0
2018,3,Eglinton East (138),3,0
2019,3,Eglinton East (138),3,0
2020,3,Eglinton East (138),3,0
2016,0,Elms-Old Rexdale (5),3,0
2017,0,Elms-Old Rexdale (5),3,0
2018,0,Elms-Old Rexdale (5),3,1
2019,0,Elms-Old Rexdale (5),3,4
2020,0,Elms-Old Rexdale (5),3,1
2016,1,Elms-Old Rexdale (5),3,0
2017,1,Elms-Old Rexdale (5),3,0
2018,1,Elms-Old Rexdale (5),3,0
2019,1,Elms-Old Rexdale (5),3,0
2020,1,Elms-Old Rexdale (5),3,0
2016,2,Elms-Old Rexdale (5),3,0
2017,2,Elms-Old Rexdale (5),3,0
2018,2,Elms-Old Rexdale (5),3,0
2019,2,Elms-Old Rexdale (5),3,0
2020,2,Elms-Old Rexdale (5),3,0
2016,3,Elms-Old Rexdale (5),3,0
2017,3,Elms-Old Rexdale (5),3,0
2018,3,Elms-Old Rexdale (5),3,0
2019,3,Elms-Old Rexdale (5),3,0
2020,3,Elms-Old Rexdale (5),3,0
2016,0,Englemount-Lawrence (32),3,1
2017,0,Englemount-Lawrence (32),3,1
2018,0,Englemount-Lawrence (32),3,0
2019,0,Englemount-Lawrence (32),3,4
2020,0,Englemount-Lawrence (32),3,4
2016,1,Englemount-Lawrence (32),3,0
2017,1,Englemount-Lawrence (32),3,0
2018,1,Englemount-Lawrence (32),3,0
2019,1,Englemount-Lawrence (32),3,0
2020,1,Englemount-Lawrence (32),3,0
2016,2,Englemount-Lawrence (32),3,0
2017,2,Englemount-Lawrence (32),3,0
2018,2,Englemount-Lawrence (32),3,0
2019,2,Englemount-Lawrence (32),3,0
2020,2,Englemount-Lawrence (32),3,0
2016,3,Englemount-Lawrence (32),3,0
2017,3,Englemount-Lawrence (32),3,0
2018,3,Englemount-Lawrence (32),3,0
2019,3,Englemount-Lawrence (32),3,0
2020,3,Englemount-Lawrence (32),3,0
2016,0,Eringate-Centennial-West Deane (11),3,1
2017,0,Eringate-Centennial-West Deane (11),3,2
2018,0,Eringate-Centennial-West Deane (11),3,2
2019,0,Eringate-Centennial-West Deane (11),3,2
2020,0,Eringate-Centennial-West Deane (11),3,1
2016,1,Eringate-Centennial-West Deane (11),3,0
2017,1,Eringate-Centennial-West Deane (11),3,0
2018,1,Eringate-Centennial-West Deane (11),3,0
2019,1,Eringate-Centennial-West Deane (11),3,0
2020,1,Eringate-Centennial-West Deane (11),3,0
2016,2,Eringate-Centennial-West Deane (11),3,0
2017,2,Eringate-Centennial-West Deane (11),3,0
2018,2,Eringate-Centennial-West Deane (11),3,0
2019,2,Eringate-Centennial-West Deane (11),3,0
2020,2,Eringate-Centennial-West Deane (11),3,0
2016,3,Eringate-Centennial-West Deane (11),3,0
2017,3,Eringate-Centennial-West Deane (11),3,0
2018,3,Eringate-Centennial-West Deane (11),3,0
2019,3,Eringate-Centennial-West Deane (11),3,0
2020,3,Eringate-Centennial-West Deane (11),3,0
2016,0,Etobicoke West Mall (13),3,1
2017,0,Etobicoke West Mall (13),3,0
2018,0,Etobicoke West Mall (13),3,1
2019,0,Etobicoke West Mall (13),3,2
2020,0,Etobicoke West Mall (13),3,0
2016,1,Etobicoke West Mall (13),3,0
2017,1,Etobicoke West Mall (13),3,0
2018,1,Etobicoke West Mall (13),3,0
2019,1,Etobicoke West Mall (13),3,0
2020,1,Etobicoke West Mall (13),3,0
2016,2,Etobicoke West Mall (13),3,0
2017,2,Etobicoke West Mall (13),3,0
2018,2,Etobicoke West Mall (13),3,0
2019,2,Etobicoke West Mall (13),3,0
2020,2,Etobicoke West Mall (13),3,0
2016,3,Etobicoke West Mall (13),3,0
